salesorderid,revisionnumber,orderdate,duedate,shipdate,status,onlineorderflag,purchaseordernumber,accountnumber,customerid,salespersonid,territoryid,billtoaddressid,shiptoaddressid,shipmethodid,creditcardid,creditcardapprovalcode,currencyrateid,subtotal,taxamt,freight,totaldue,comment,rowguid,modifieddate
68222,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-021277,21277,,6,13830,13830,1,18003.0,925603Vi93410,11570.0,4.99,0.3992,0.1248,5.514,,89ffa240-f8ab-43b2-83d2-86e2538b9a95,2014-03-21
68223,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-016485,16485,,4,22959,22959,1,961.0,825607Vi4816,,39.98,3.1984,0.9995,44.1779,,d02dbd4d-ab0a-4209-917f-7f5b4615188c,2014-03-21
68224,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-027643,27643,,6,15275,15275,1,11766.0,425844Vi60841,11570.0,54.98,4.3984,1.3745,60.7529,,29a4df77-8ee9-47e9-a4ec-eb16880fce6c,2014-03-21
68225,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-020479,20479,,6,27975,27975,1,10184.0,1026123Vi52548,11570.0,85.48,6.8384,2.137,94.4554,,6ceb9aa1-1618-4c8a-a962-0cd7ae197bb1,2014-03-21
68226,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-016545,16545,,7,28894,28894,1,10888.0,427140Vi56160,,31.27,2.5016,0.7818,34.5534,,2aac4b40-4b5c-4c2a-a252-747d485c965e,2014-03-21
68227,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-016450,16450,,7,18959,18959,1,2394.0,727189Vi12463,,37.97,3.0376,0.9493,41.9569,,5ad99590-6cb4-4146-9acf-bc62a7ccdf5b,2014-03-21
68228,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-013608,13608,,8,12524,12524,1,14393.0,327218Vi74580,,71.58,5.7264,1.7895,79.0959,,fa27e0ac-8e8d-4297-aa01-38d6fbd06c13,2014-03-21
68229,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-021829,21829,,10,19009,19009,1,9439.0,1227294Vi48675,11573.0,63.97,5.1176,1.5993,70.6869,,5fe10492-3a42-4ac2-bfde-ca82b7077931,2014-03-21
68230,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-024014,24014,,8,17325,17325,1,5268.0,327679Vi27545,,38.98,3.1184,0.9745,43.0729,,a9afa5ff-b2d8-4ac4-9d0f-6ada4419d504,2014-03-21
68231,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-019444,19444,,7,21033,21033,1,8163.0,927874Vi42294,,58.98,4.7184,1.4745,65.1729,,01edf133-6dd2-48a0-a1b6-71d928c02963,2014-03-21
68232,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-029426,29426,,7,15870,15870,1,16129.0,928159Vi83446,11573.0,25.48,2.0384,0.637,28.1554,,d5e161e1-9c9a-4440-8472-741251eaf762,2014-03-21
68233,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-012310,12310,,10,27699,27699,1,8717.0,628469Vi44983,11573.0,68.97,5.5176,1.7243,76.2119,,e99bab53-8a4c-447e-b861-0772c904d517,2014-03-21
68234,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-014077,14077,,6,23420,23420,1,5969.0,129137Vi31081,11570.0,37.29,2.9832,0.9323,41.2055,,a38618b4-5356-4ba9-8f94-814bdca95808,2014-03-21
68235,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-011653,11653,,1,11876,11876,1,18379.0,929151Vi95497,,124.97,9.9976,3.1243,138.0919,,3d4e9584-0f22-43ba-8f50-627181ab5e05,2014-03-21
68236,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-012969,12969,,6,13588,13588,1,3032.0,829326Vi15935,11570.0,42.28,3.3824,1.057,46.7194,,0fe10e40-80c3-45af-b6d4-63f43a8227c8,2014-03-21
68237,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-016213,16213,,6,18682,18682,1,16294.0,429617Vi84243,11570.0,71.97,5.7576,1.7993,79.5269,,a9df8dcd-ffdf-48f0-b6cd-7a54a29eccbd,2014-03-21
68238,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-013188,13188,,1,27690,27690,1,5128.0,829643Vi26838,,56.97,4.5576,1.4243,62.9519,,97e0e344-b901-4cb9-a5a6-2bd375ee4434,2014-03-21
68239,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-019869,19869,,4,28623,28623,1,5867.0,635487Vi30610,,608.96,48.7168,15.224,672.9008,,8e32d6c4-d51f-4cc3-a5e1-f6325efb5c17,2014-03-21
68240,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-018433,18433,,6,23025,23025,1,15191.0,836528Vi78607,11570.0,2329.98,186.3984,58.2495,2574.6279,,91a46d44-7a09-4f63-a558-36b9afc8075a,2014-03-21
68241,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-012975,12975,,4,13647,13647,1,18590.0,1036572Vi96631,,2436.97,194.9576,60.9243,2692.8519,,3f734821-c163-486b-972e-22212dd756e5,2014-03-21
68242,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-016835,16835,,1,25407,25407,1,13274.0,936575Vi68852,,2294.99,183.5992,57.3748,2535.964,,28afc8fb-9151-477d-800c-f3914ae8641e,2014-03-21
68243,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-012020,12020,,6,28387,28387,1,9200.0,236615Vi47466,11570.0,804.47,64.3576,20.1118,888.9394,,a4656eed-64bd-4380-a9db-3424e5a77d29,2014-03-21
68244,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-014900,14900,,6,20445,20445,1,5181.0,336616Vi27095,11570.0,839.48,67.1584,20.987,927.6254,,24e5de50-7526-498f-ae99-0bf43193c257,2014-03-21
68245,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-015005,15005,,4,23737,23737,1,3348.0,1036619Vi17656,,804.48,64.3584,20.112,888.9504,,c21e9561-117e-40a0-95a2-4d142bf98a03,2014-03-21
68246,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-015254,15254,,5,16560,16560,1,13170.0,1036626Vi68265,,841.46,67.3168,21.0365,929.8133,,291673ef-2121-46fa-8695-47fab59aa8d5,2014-03-21
68247,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-018116,18116,,6,14762,14762,1,8009.0,1037208Vi41475,11570.0,2376.96,190.1568,59.424,2626.5408,,58747bc3-19f3-415e-bb53-8ab6a5526e3f,2014-03-21
68248,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-016478,16478,,4,23576,23576,1,4561.0,1137217Vi23906,,2385.94,190.8752,59.6485,2636.4637,,9bf4203e-0b2f-4169-b40e-5e612f7fb3ad,2014-03-21
68249,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-016113,16113,,4,22366,22366,1,845.0,537241Vi4286,,2391.95,191.356,59.7988,2643.1048,,ddbcec44-bc3e-409c-b609-2bc3c6d9c518,2014-03-21
68250,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-019365,19365,,8,18171,18171,1,14665.0,637636Vi76050,,1249.84,99.9872,31.246,1381.0732,,a920b056-ef81-4066-99cc-834f26ca2dec,2014-03-21
68251,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-015215,15215,,9,15646,15646,1,7908.0,1038230Vi40937,11568.0,2419.46,193.5568,60.4865,2673.5033,,793b42bb-debc-4782-baff-2530679b2ac5,2014-03-21
68252,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-013010,13010,,9,11501,11501,1,11768.0,1238236Vi60850,11568.0,2332.28,186.5824,58.307,2577.1694,,ecc3cb72-7711-4a42-b7f5-e0082f7eeb01,2014-03-21
68253,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-021982,21982,,9,17900,17900,1,19087.0,738731Vi99174,11568.0,1700.99,136.0792,42.5248,1879.594,,bd5a4644-faed-4843-888a-2a0a09e4fe07,2014-03-21
68254,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-027418,27418,,4,16344,16344,1,16268.0,340274Vi84129,,2419.06,193.5248,60.4765,2673.0613,,2a2a78c3-9fb8-4516-a426-90ca95f4e37e,2014-03-21
68255,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-027439,27439,,4,23627,23627,1,2638.0,940276Vi13709,,2413.06,193.0448,60.3265,2666.4313,,924e646b-2903-41c1-89d9-be76f54bbffd,2014-03-21
68256,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-027450,27450,,1,21866,21866,1,627.0,1140283Vi3193,,2443.55,195.484,61.0888,2700.1228,,3f35d935-7bf6-405a-9e77-1a00ecaf6647,2014-03-21
68257,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-021658,21658,,6,16271,16271,1,10964.0,640745Vi56538,11570.0,570.47,45.6376,14.2618,630.3694,,45374420-e750-4882-8201-44a88364a06e,2014-03-21
68258,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-023374,23374,,4,28613,28613,1,15864.0,140789Vi81974,,588.96,47.1168,14.724,650.8008,,ca233509-00c5-4a1e-bdc1-c6a6b95289f9,2014-03-21
68259,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-023319,23319,,4,25830,25830,1,5669.0,1141094Vi29676,,574.98,45.9984,14.3745,635.3529,,79afe36d-5122-496a-8dca-e3dcd098151d,2014-03-21
68260,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-018369,18369,,4,14811,14811,1,16286.0,741985Vi84193,,1725.98,138.0784,43.1495,1907.2079,,ab1446ad-b2b4-4a7a-a102-528f0c9b9bd2,2014-03-21
68261,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-014267,14267,,1,28120,28120,1,3921.0,442026Vi20658,,1785.97,142.8776,44.6493,1973.4969,,f596bcba-2d3a-4e1f-a850-4285369adc65,2014-03-21
68262,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-020945,20945,,8,22355,22355,1,2708.0,242031Vi14030,,1170.48,93.6384,29.262,1293.3804,,e1858e3d-80a1-4c92-bc94-117b400104a1,2014-03-21
68263,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-024112,24112,,10,28256,28256,1,18604.0,1042410Vi96681,11573.0,1155.48,92.4384,28.887,1276.8054,,18a30531-402a-4ed6-8a02-75cb285ee667,2014-03-21
68264,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-028366,28366,,10,23697,23697,1,15881.0,942567Vi82050,11573.0,578.46,46.2768,14.4615,639.1983,,087b5e67-7bbb-457e-8a09-eb34c517c93e,2014-03-21
68265,8,2014-03-14,2014-03-26,2014-03-21,5,True,,10-4030-013109,13109,,9,15223,15223,1,14818.0,843363Vi76760,11568.0,1283.82,102.7056,32.0955,1418.6211,,af428457-07f0-4ccd-9854-ad53c9d7e854,2014-03-21
68266,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-012561,12561,,7,13768,13768,1,5720.0,516609Vi29964,,2309.97,184.7976,57.7493,2552.5169,,3e37c060-bb56-463b-91d2-217830435aa3,2014-03-22
68267,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-011711,11711,,6,27756,27756,1,9006.0,416851Vi46469,11581.0,98.49,7.8792,2.4623,108.8315,,ad8a85dd-87a4-44f8-aac7-4e14707296b8,2014-03-22
68268,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-011787,11787,,4,26007,26007,1,2283.0,616854Vi11970,,34.99,2.7992,0.8748,38.664,,0f7abb18-e8ef-4094-b85e-b475547cee95,2014-03-22
68269,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-015238,15238,,9,23552,23552,1,16057.0,617165Vi83015,11579.0,63.97,5.1176,1.5993,70.6869,,fea3d34e-eb96-4f10-b17c-3947c3394175,2014-03-22
68270,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-017503,17503,,9,25206,25206,1,17030.0,1217415Vi88402,11579.0,63.97,5.1176,1.5993,70.6869,,ddde7049-5f5a-4a96-b4ff-b6831deb312d,2014-03-22
68271,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-018291,18291,,9,19733,19733,1,16491.0,817547Vi85372,11579.0,21.98,1.7584,0.5495,24.2879,,f4d2ef84-85ce-4edd-82de-d3570d9aa50c,2014-03-22
68272,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-023426,23426,,9,23591,23591,1,7620.0,1117952Vi39478,11579.0,39.98,3.1984,0.9995,44.1779,,66bb4ad5-d448-42a2-b216-f864fb932c22,2014-03-22
68273,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-028137,28137,,9,19772,19772,1,4213.0,818025Vi22184,11579.0,7.28,0.5824,0.182,8.0444,,21600362-b5a1-4f13-a36c-0edea866da96,2014-03-22
68274,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-016166,16166,,9,29665,29665,1,,,11579.0,38.88,3.1104,0.972,42.9624,,62eead89-ffa5-4432-8d8b-c08dc60eebae,2014-03-22
68275,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-017321,17321,,9,13631,13631,1,14328.0,318970Vi74269,11579.0,8.99,0.7192,0.2248,9.934,,6b304245-c825-4c34-babc-067d804bad31,2014-03-22
68276,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-012704,12704,,9,20688,20688,1,8785.0,919004Vi45365,11579.0,159.0,12.72,3.975,175.695,,c4b213e4-515a-404d-9ac3-a0befbb9ce01,2014-03-22
68277,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-014795,14795,,8,29876,29876,1,,,,801.77,64.1416,20.0443,885.9559,,b39bb699-7b67-41c5-87c6-305136503bbe,2014-03-22
68278,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-019901,19901,,8,29232,29232,1,,,,2316.97,185.3576,57.9243,2560.2519,,a885b052-82ed-4b5d-b920-22421e666217,2014-03-22
68279,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-019076,19076,,7,22052,22052,1,18212.0,819575Vi94453,,2394.97,191.5976,59.8743,2646.4419,,b3d5665a-a5c1-467c-9fc3-079f2bb0eb1a,2014-03-22
68280,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-019028,19028,,7,12170,12170,1,4917.0,619592Vi25804,,2363.96,189.1168,59.099,2612.1758,,ce79de02-313f-4e63-beb4-f488c33c31a8,2014-03-22
68281,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-014159,14159,,10,19326,19326,1,5020.0,719593Vi26321,11584.0,2351.96,188.1568,58.799,2598.9158,,bad727c5-70ee-4719-ae8f-390296d6c73e,2014-03-22
68282,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-015455,15455,,7,25332,25332,1,12576.0,820228Vi65075,,655.94,52.4752,16.3985,724.8137,,c082153a-2865-4f39-a255-2608bd6058ed,2014-03-22
68283,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-019193,19193,,10,21813,21813,1,10851.0,420237Vi55995,11584.0,608.96,48.7168,15.224,672.9008,,4b6dbbf2-af45-4266-9bec-23614d8ea3d7,2014-03-22
68284,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-015656,15656,,8,14669,14669,1,12479.0,920239Vi64537,,548.98,43.9184,13.7245,606.6229,,89a3c6b8-0e76-46c5-b1f9-91ddd021f071,2014-03-22
68285,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-011078,11078,,6,24109,24109,1,18642.0,320486Vi96855,11581.0,34.99,2.7992,0.8748,38.664,,c17ed776-c4ea-48d9-80b5-f464b2a3d7a6,2014-03-22
68286,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-028358,28358,,4,15281,15281,1,12008.0,121176Vi62074,,4.99,0.3992,0.1248,5.514,,60ec7725-ce5f-4d84-9b41-24b982866f37,2014-03-22
68287,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-028001,28001,,4,19848,19848,1,18643.0,921753Vi96867,,39.98,3.1984,0.9995,44.1779,,463a4338-ce69-4de9-8331-c6212e3e9612,2014-03-22
68288,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-011078,11078,,6,24109,24109,1,18642.0,321763Vi96855,11581.0,25.48,2.0384,0.637,28.1554,,06f80d18-6eb6-4021-bad8-272821d84d36,2014-03-22
68289,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-025360,25360,,4,23666,23666,1,438.0,921971Vi2213,,32.27,2.5816,0.8068,35.6584,,a2bcd03d-df64-4294-a7f1-27c9f8044954,2014-03-22
68290,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-024264,24264,,4,22852,22852,1,2645.0,522458Vi13743,,71.58,5.7264,1.7895,79.0959,,8ade5801-a089-4252-81ea-6074abff14d2,2014-03-22
68291,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-025068,25068,,4,15226,15226,1,15587.0,1022845Vi80546,,32.6,2.608,0.815,36.023,,51c5f2a9-395a-4fa8-be6a-26395818ebc4,2014-03-22
68292,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-014611,14611,,6,17416,17416,1,734.0,1223073Vi3768,11581.0,195.59,15.6472,4.8898,216.127,,05c7c67c-336d-4353-ac74-77013eabfd31,2014-03-22
68293,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-013239,13239,,6,27923,27923,1,1529.0,423210Vi7854,11581.0,37.27,2.9816,0.9318,41.1834,,feed49af-b6df-44f2-97ce-c7aee5a431cf,2014-03-22
68294,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-023062,23062,,1,11706,11706,1,15527.0,923260Vi80224,,119.96,9.5968,2.999,132.5558,,977da8c3-796b-4351-b12a-8b10e1e55566,2014-03-22
68295,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-021758,21758,,1,28759,28759,1,4892.0,823300Vi25674,,14.98,1.1984,0.3745,16.5529,,c5261ab1-8a45-4bb3-a88a-48c0841f2cc0,2014-03-22
68296,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-023262,23262,,1,11883,11883,1,5173.0,323312Vi27042,,49.97,3.9976,1.2493,55.2169,,ad8ea8af-2465-439f-818a-1f5ff4b02132,2014-03-22
68297,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-021721,21721,,1,18802,18802,1,10522.0,423324Vi54202,,14.98,1.1984,0.3745,16.5529,,02af3ec7-2298-4f6b-98dd-a2818e5b92c5,2014-03-22
68298,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-022184,22184,,4,13074,13074,1,2167.0,923442Vi11290,,37.27,2.9816,0.9318,41.1834,,c9c918bb-9e9a-4c44-83c7-2c65b1fcd558,2014-03-22
68299,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-021316,21316,,4,27447,27447,1,10196.0,523528Vi52605,,68.97,5.5176,1.7243,76.2119,,e151585c-6907-494b-9e62-80906b8880ce,2014-03-22
68300,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-019699,19699,,1,12117,12117,1,16972.0,524057Vi88034,,133.49,10.6792,3.3373,147.5065,,44704d34-90a0-4fdd-ae5d-18170a8a85b9,2014-03-22
68301,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-018339,18339,,4,13707,13707,1,12463.0,824561Vi64447,,13.98,1.1184,0.3495,15.4479,,09400974-534e-46f8-a8ef-a279204454cf,2014-03-22
68302,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-017032,17032,,4,16667,16667,1,3910.0,524991Vi20591,,12.94,1.0352,0.3235,14.2987,,a6bea708-dad3-434c-9202-fdfe4d8f4b5c,2014-03-22
68303,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-016817,16817,,4,23469,23469,1,3083.0,125039Vi16243,,4.99,0.3992,0.1248,5.514,,e4210769-1026-4f32-81a2-cb99a3bf65ca,2014-03-22
68304,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-015539,15539,,4,18591,18591,1,3811.0,1225448Vi20053,,64.47,5.1576,1.6118,71.2394,,7ee3ac4a-ba83-4070-a362-c10a281203ca,2014-03-22
68305,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-014466,14466,,1,25923,25923,1,2421.0,1225866Vi12627,,90.47,7.2376,2.2618,99.9694,,34de2cca-72a9-4ad5-a9b0-9422dafb6692,2014-03-22
68306,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-013374,13374,,4,12921,12921,1,8497.0,426205Vi43916,,56.97,4.5576,1.4243,62.9519,,57bd93c5-f721-437c-8e3a-3b3a2d2d4bba,2014-03-22
68307,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-026851,26851,,8,24520,24520,1,1923.0,1227767Vi9995,,23.78,1.9024,0.5945,26.2769,,e45d63c8-3cd5-4c98-97ec-dee095f388f5,2014-03-22
68308,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-021123,21123,,7,26031,26031,1,3389.0,927923Vi17847,,30.48,2.4384,0.762,33.6804,,443e6f36-fb80-4a66-812a-b684c16a61d2,2014-03-22
68309,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-025318,25318,,8,26974,26974,1,11803.0,327949Vi61037,,25.48,2.0384,0.637,28.1554,,7ae75921-59de-49aa-96d2-5f6d6a5e69fa,2014-03-22
68310,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-028883,28883,,10,15718,15718,1,8123.0,228388Vi42119,11584.0,38.98,3.1184,0.9745,43.0729,,c28be4b7-8277-412a-96ea-2ed396b0a25d,2014-03-22
68311,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-025771,25771,,8,17942,17942,1,6709.0,1128633Vi34911,,25.48,2.0384,0.637,28.1554,,656f7726-6bff-4274-8dc3-b75e9b6d5a1f,2014-03-22
68312,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-022377,22377,,7,22345,22345,1,17163.0,228642Vi89080,,184.48,14.7584,4.612,203.8504,,e8977d39-6d01-4866-ab25-c42edbe9a73a,2014-03-22
68313,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-012590,12590,,10,25908,25908,1,2176.0,928831Vi11342,11584.0,58.47,4.6776,1.4618,64.6094,,9347a93e-bb12-4314-bf6f-0cb9bc29fb02,2014-03-22
68314,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-015057,15057,,10,16681,16681,1,4237.0,728860Vi22309,11584.0,39.98,3.1984,0.9995,44.1779,,d93a7596-86d9-4435-a8c4-c06ffc09bdfc,2014-03-22
68315,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-013683,13683,,8,23692,23692,1,9638.0,428976Vi49652,,89.97,7.1976,2.2493,99.4169,,b73ecdc3-7a47-43d0-87d0-95f26c2f1d02,2014-03-22
68316,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-026996,26996,,8,27865,27865,1,9183.0,1029052Vi47408,,15.23,1.2184,0.3808,16.8292,,81cf36ce-194c-4775-bae0-e11154994c16,2014-03-22
68317,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-011679,11679,,1,23829,23829,1,8727.0,429346Vi45032,,91.97,7.3576,2.2993,101.6269,,074c203b-853b-47b7-8f78-4c8c1b7bb487,2014-03-22
68318,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-012888,12888,,1,16897,16897,1,8880.0,129613Vi45787,,96.46,7.7168,2.4115,106.5883,,46948340-8b87-4b49-9c8d-80f0d3111ee6,2014-03-22
68319,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-012422,12422,,1,18334,18334,1,12221.0,429621Vi63205,,35.0,2.8,0.875,38.675,,ac142ff3-f9de-457b-ba0f-e22284684bf0,2014-03-22
68320,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-011747,11747,,1,20551,20551,1,14447.0,129699Vi74898,,61.97,4.9576,1.5493,68.4769,,81dd5d22-12a3-4ffe-9f58-cecb44acaf54,2014-03-22
68321,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-012552,12552,,7,19933,19933,1,9637.0,230076Vi49649,,8.99,0.7192,0.2248,9.934,,d59393a7-6a6f-4e8b-a56d-dad5bed051a0,2014-03-22
68322,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-014912,14912,,4,20930,20930,1,11829.0,436356Vi61121,,848.47,67.8776,21.2118,937.5594,,b8ab24b3-0e90-455d-b153-615714b49ff1,2014-03-22
68323,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-013434,13434,,6,19601,19601,1,11001.0,836552Vi56720,11581.0,2354.99,188.3992,58.8748,2602.264,,76b82f2f-75c3-47ae-8150-e552636463e7,2014-03-22
68324,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-016866,16866,,4,18831,18831,1,5898.0,1236555Vi30782,,2444.45,195.556,61.1113,2701.1173,,e3e92ddd-a2cd-4223-8ef4-ec7b1e9f5144,2014-03-22
68325,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-016819,16819,,1,23892,23892,1,5688.0,1236570Vi29782,,2316.97,185.3576,57.9243,2560.2519,,6cdf07ba-9c59-48b8-bc2d-472ab96c8a76,2014-03-22
68326,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-015228,15228,,9,17073,17073,1,18644.0,438240Vi96871,11579.0,2325.96,186.0768,58.149,2570.1858,,81882824-9f70-450b-97d7-5e11b611954f,2014-03-22
68327,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-015178,15178,,9,18259,18259,1,14751.0,838259Vi76440,11579.0,2395.96,191.6768,59.899,2647.5358,,d457e3da-775e-4986-904f-7d59a68c3bd5,2014-03-22
68328,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-026747,26747,,9,25859,25859,1,18134.0,1038363Vi94029,11579.0,1155.48,92.4384,28.887,1276.8054,,4e5186c9-4acd-476b-b23b-3d70f8a308e6,2014-03-22
68329,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-021257,21257,,9,12139,12139,1,12688.0,538712Vi65609,11579.0,1700.99,136.0792,42.5248,1879.594,,912f6a9f-573e-4b65-b6c1-79524eeb2c46,2014-03-22
68330,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-014598,14598,,6,16306,16306,1,9785.0,839964Vi50400,11581.0,2393.06,191.4448,59.8265,2644.3313,,45cd6f70-e0de-4c78-99e9-63ee280c537e,2014-03-22
68331,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-029261,29261,,4,25097,25097,1,16710.0,940175Vi86548,,742.35,59.388,18.5588,820.2968,,2d8d99f2-fd45-4807-808c-4689514a049e,2014-03-22
68332,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-027195,27195,,4,24942,24942,1,12630.0,740297Vi65337,,2384.07,190.7256,59.6018,2634.3974,,91db109b-7c93-4beb-8207-69623f241b5b,2014-03-22
68333,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-023211,23211,,1,18890,18890,1,3640.0,1041089Vi19207,,583.97,46.7176,14.5993,645.2869,,5111fa64-1389-41d6-b74c-d18a8679887a,2014-03-22
68334,8,2014-03-15,2014-03-27,2014-03-22,5,True,,10-4030-021491,21491,,1,28054,28054,1,3344.0,741593Vi17627,,1174.48,93.9584,29.362,1297.8004,,469d6328-072e-41c9-b77e-d560e7cc7a73,2014-03-22
